index,WoFCO2,W,L,XCO2,Ntubes,heat,deltaP,Re,COfinal
1,2.8020923594091625,700.5230898522906,0.5,0.0339410121448899,177074.281743239,99.24201467360199,-2.5547370370304634,8854.66370162132,8.486253036222497
2,3.056828028446358,764.2070071115895,0.5454545454545454,0.0367857873252832,163381.9894411602,107.55903099961215,-2.7868713985412796,8854.66370162132,9.197446831320754
3,3.3115636974835563,827.890924370889,0.5909090909090909,0.03959160501908218,151804.43994794757,115.7621507849557,-3.0189882025410952,8854.66370162132,9.898901254770557
4,3.566299366520752,891.574841630188,0.6363636363636364,0.04235865258887486,141888.86382200822,123.85192180497465,-3.2510878682501243,8854.66370162132,10.590663147218734
5,3.8210350355579488,955.2587588894872,0.6818181818181819,0.04508639472939478,133305.3010601267,131.82677903524444,-3.483170694096316,8854.66370162132,11.272598682348693
6,4.075770704595144,1018.9426761487862,0.7272727272727273,0.047772928289501124,125809.44107373228,139.68115840194415,-3.715237042456465,8854.66370162132,11.944232072375272
7,4.330506373632342,1082.6265934080855,0.7727272727272727,0.05041438674209212,119218.18671170883,147.40375568347855,-3.9472872543910853,8854.66370162132,12.604596685523106
8,4.585242042669538,1146.3105106673845,0.8181818181818181,0.05300472484726515,113392.43986043599,154.97689694929622,-4.179321734909536,8854.66370162132,13.252181211816303
9,4.839977711706735,1209.9944279266836,0.8636363636363636,0.055550977001574554,108195.32234081527,162.42114803932515,-4.411340988497159,8854.66370162132,13.888744250393597
10,5.094713380743932,1273.678345185983,0.9090909090909092,0.058100960061291514,103447.08331236267,169.87630684585895,-4.643345448585023,8854.66370162132,14.526240015322855
11,5.3494490497811285,1337.362262445282,0.9545454545454546,0.06061549325114538,99156.0358219978,177.2278240189735,-4.8753350156971464,8854.66370162132,15.154873312786332
12,5.604184718818325,1401.0461797045812,1.0,0.0630946693928878,95260.14894062787,184.47597093337305,-5.1073099598397675,8854.66370162132,15.774667348221925
13,5.858920387855521,1464.7300969638804,1.0454545454545454,0.065539015806125,91707.53848284498,191.62228926651807,-5.339270671811391,8854.66370162132,16.385753951531235
14,6.113656056892716,1528.414014223179,1.0909090909090908,0.06794870127982017,88455.4775765318,198.6672724916972,-5.5712174216182575,8854.66370162132,16.988175319955104
15,6.368391725929915,1592.0979314824788,1.1363636363636362,0.07032447216851255,85467.35708859986,205.61310265933182,-5.803150507688315,8854.66370162132,17.582118042128137
